Name,Brand,Price,Rating,Product_URL
GEL-Venture® 7,ASICS,$52.94 ,4,https://www.zappos.com/p/asics-gel-venture-7-black-sheet-rock/product/9192596/color/801904
GEL-Venture® 7,ASICS,$52.94 ,4,https://www.zappos.com/p/asics-gel-venture-7-electric-blue-sheet-rock/product/9192596/color/801910
GEL-Venture® 7,ASICS,$49.92 ,4,https://www.zappos.com/p/asics-gel-venture-7-black-classic-red/product/9192596/color/125343
GEL-Venture® 7,ASICS,$52.94 ,4,https://www.zappos.com/p/asics-gel-venture-7-metropolis-safety-yellow/product/9192596/color/801908
GEL-Venture® 7,ASICS,$49.94 ,4,https://www.zappos.com/p/asics-gel-venture-7-metropolis-black/product/9192596/color/801721
GT-1000 8,ASICS,$62.92 ,4,https://www.zappos.com/p/asics-gt-1000-8-peacoat-black/product/9215308/color/181381
GT-1000 8,ASICS,$62.92 ,4,https://www.zappos.com/p/asics-gt-1000-8-mid-grey-peacoat/product/9215308/color/696431
GT-1000 8,ASICS,$59.94 ,4,https://www.zappos.com/p/asics-gt-1000-8-black-black/product/9215308/color/183092
GEL-Cumulus® 21,ASICS,$99.95 ,4,https://www.zappos.com/p/asics-gel-cumulus-21-metropolis-white/product/9215264/color/807669
GEL-Cumulus® 21,ASICS,$99.95 ,4,https://www.zappos.com/p/asics-gel-cumulus-21-midnight-midnight/product/9215264/color/298899
GEL-Cumulus® 21,ASICS,$99.95 ,4,https://www.zappos.com/p/asics-gel-cumulus-21-black-white/product/9215264/color/151
Air Zoom Vomero 14,Nike,$140.00 ,4,https://www.zappos.com/p/nike-air-zoom-vomero-14-grey-fog-sail-smoke-grey-volt/product/9322823/color/855966
GEL-Cumulus® 21,ASICS,$99.95 ,4,https://www.zappos.com/p/asics-gel-cumulus-21-black-flash-coral/product/9215264/color/685658
GEL-Cumulus® 21,ASICS,$99.95 ,4,https://www.zappos.com/p/asics-gel-cumulus-21-sheet-rock-mako-blue/product/9215264/color/807674
GEL-Cumulus® 21,ASICS,$99.95 ,4,https://www.zappos.com/p/asics-gel-cumulus-21-stone-grey-performance-black/product/9215264/color/831006
GEL-Cumulus® 21,ASICS,$99.95 ,4,https://www.zappos.com/p/asics-gel-cumulus-21-olive-canvas-black/product/9215264/color/750685
GEL-Quantum® 180 5,ASICS,$120.00 ,5,https://www.zappos.com/p/asics-gel-quantum-180-5-mantle-green-black/product/9319221/color/841816
GEL-Quantum® 180 5,ASICS,$120.00 ,5,https://www.zappos.com/p/asics-gel-quantum-180-5-sheet-rock-carrier-grey/product/9319221/color/841818
HOVR Guardian 2,Under Armour,$120.00 ,3,https://www.zappos.com/p/under-armour-hovr-guardian-2-white-black-black/product/9315613/color/20476
GEL-Quantum® 180 5,ASICS,$120.00 ,5,https://www.zappos.com/p/asics-gel-quantum-180-5-black-black/product/9319221/color/183092
GEL-Quantum® 180 5,ASICS,$120.00 ,5,https://www.zappos.com/p/asics-gel-quantum-180-5-white-white/product/9319221/color/1001
GEL-Quantum Infinity® 2,ASICS,$179.95 ,,https://www.zappos.com/p/asics-gel-quantum-infinity-2-mantle-green-graphite-grey/product/9319258/color/841823
GEL-Quantum Infinity® 2,ASICS,$179.95 ,,https://www.zappos.com/p/asics-gel-quantum-infinity-2-black-black/product/9319258/color/183092
GEL-Quantum® 180 5,ASICS,$120.00 ,5,https://www.zappos.com/p/asics-gel-quantum-180-5-grand-shark-peacoat/product/9319221/color/780495
GEL-Quantum Infinity® 2,ASICS,$179.95 ,,https://www.zappos.com/p/asics-gel-quantum-infinity-2-black-classic-red/product/9319258/color/125343
HOVR Guardian 2,Under Armour,$120.00 ,3,https://www.zappos.com/p/under-armour-hovr-guardian-2-black-x-ray-pitch-gray/product/9315613/color/840457
Fresh Foam Vongo v4,New Balance,$139.95 ,4,https://www.zappos.com/p/new-balance-fresh-foam-vongo-v4-black-black-metallic/product/9221133/color/163440
Ravenna 11,Brooks,$110.00 ,4,https://www.zappos.com/p/brooks-ravenna-11-ebony-black-stellar/product/9305442/color/836867
Ravenna 11,Brooks,$110.00 ,4,https://www.zappos.com/p/brooks-ravenna-11-grey-cherry-mazarine/product/9305442/color/836866
Fresh Foam Vongo v4,New Balance,$139.95 ,4,https://www.zappos.com/p/new-balance-fresh-foam-vongo-v4-light-aluminum-black/product/9221133/color/809630
Fresh Foam Vongo v4,New Balance,$139.95 ,4,https://www.zappos.com/p/new-balance-fresh-foam-vongo-v4-chambray-lynx-blue/product/9221133/color/809631
Dyad 10,Brooks,$99.95 ,4,https://www.zappos.com/p/brooks-dyad-10-black-ebony-blue/product/9046342/color/810927
Dyad 10,Brooks,$99.95 ,4,https://www.zappos.com/p/brooks-dyad-10-grey-black-tan/product/9046342/color/454191
UA Hovr Sonic 2,Under Armour,$80.13 ,4,https://www.zappos.com/p/under-armour-ua-hovr-sonic-2-royal-royal-white/product/9141922/color/130907
Fresh Foam Roav,New Balance,$79.95 ,4,https://www.zappos.com/p/new-balance-fresh-foam-roav-magnet-black/product/9191252/color/415312
Fresh Foam Roav,New Balance,$79.95 ,4,https://www.zappos.com/p/new-balance-fresh-foam-roav-white-black/product/9191252/color/742
Fresh Foam Roav Fusion,New Balance,$84.99 ,3,https://www.zappos.com/p/new-balance-fresh-foam-roav-fusion-vivid-cobalt-black-textile/product/9279508/color/830526
Fresh Foam Roav Fusion,New Balance,$63.74 ,3,https://www.zappos.com/p/new-balance-fresh-foam-roav-fusion-black-steel-textile/product/9279508/color/830525
Fresh Foam Roav,New Balance,$79.95 ,4,https://www.zappos.com/p/new-balance-fresh-foam-roav-uv-blue-black/product/9191252/color/484476
Fresh Foam Roav,New Balance,$79.95 ,4,https://www.zappos.com/p/new-balance-fresh-foam-roav-black-energy-red/product/9191252/color/692269
Fresh Foam Roav,New Balance,$71.06 ,4,https://www.zappos.com/p/new-balance-fresh-foam-roav-marblehead-uv-blue/product/9191252/color/801397
Glycerin 18,Brooks,$150.00 ,5,https://www.zappos.com/p/brooks-glycerin-18-black-ebony-blue/product/9305365/color/810927
Glycerin 18,Brooks,$150.00 ,5,https://www.zappos.com/p/brooks-glycerin-18-black-ebony/product/9305365/color/86364
Glycerin 18,Brooks,$150.00 ,5,https://www.zappos.com/p/brooks-glycerin-18-blue-mazarine-gold/product/9305365/color/836826
Anthem 2,Brooks,$62.94 ,4,https://www.zappos.com/p/brooks-anthem-2-grey-primer-peacoat/product/9181072/color/820304
Glycerin 18,Brooks,$149.95 ,5,https://www.zappos.com/p/brooks-glycerin-18-black-pewter-white/product/9305365/color/91679
Glycerin 18,Brooks,$150.00 ,5,https://www.zappos.com/p/brooks-glycerin-18-white-grey-poseidon/product/9305365/color/836827
GEL-Quantum® 90 2,ASICS,$67.94 ,5,https://www.zappos.com/p/asics-gel-quantum-90-2-graphite-grey-black/product/9319255/color/145876
Free RN 5.0,Nike,$75.00 ,4,https://www.zappos.com/p/nike-free-rn-5-0-black-white-university-blue/product/9191878/color/195428
Anthem 2,Brooks,$62.94 ,4,https://www.zappos.com/p/brooks-anthem-2-black-grey-bronze/product/9181072/color/709103
GEL-Quantum® 90 2,ASICS,$67.94 ,5,https://www.zappos.com/p/asics-gel-quantum-90-2-white-piedmont-grey/product/9319255/color/811548
GEL-Quantum® 90 2,ASICS,$67.94 ,5,https://www.zappos.com/p/asics-gel-quantum-90-2-carrier-grey-black/product/9319255/color/807724
Anthem 3,Brooks,$69.95 ,2,https://www.zappos.com/p/brooks-anthem-3-black-ebony-grey/product/9356288/color/538644
GEL-Quantum® 90 2,ASICS,$67.94 ,5,https://www.zappos.com/p/asics-gel-quantum-90-2-peacoat-peacoat/product/9319255/color/243898
Anthem 3,Brooks,$69.95 ,2,https://www.zappos.com/p/brooks-anthem-3-grey-alloy-blue/product/9356288/color/830150
Anthem 3,Brooks,$69.95 ,2,https://www.zappos.com/p/brooks-anthem-3-navy-grey-gold/product/9356288/color/13871
Olympus 3.5,Altra Footwear,$149.95 ,4,https://www.zappos.com/p/altra-footwear-olympus-3-5-blue-yellow/product/9262286/color/7914
Fresh Foam Roav Tee Shirt,New Balance,$79.99 ,4,https://www.zappos.com/p/new-balance-fresh-foam-roav-tee-shirt-natural-indigo-light-aluminum/product/9335026/color/840642
Fresh Foam Roav Tee Shirt,New Balance,$79.99 ,4,https://www.zappos.com/p/new-balance-fresh-foam-roav-tee-shirt-lead-light-alluminum/product/9335026/color/849232
Fresh Foam Roav Tee Shirt,New Balance,$79.99 ,4,https://www.zappos.com/p/new-balance-fresh-foam-roav-tee-shirt-black-light-aluminum/product/9335026/color/840643
Fresh Foam Roav Tee Shirt,New Balance,$79.99 ,4,https://www.zappos.com/p/new-balance-fresh-foam-roav-tee-shirt-varsity-gold-light-aluminum/product/9335026/color/849233
Fresh Foam Roav City Grit,New Balance,$79.99 ,,https://www.zappos.com/p/new-balance-fresh-foam-roav-city-grit-phantom-raincloud/product/9335007/color/849227
Fresh Foam Roav City Grit,New Balance,$79.99 ,,https://www.zappos.com/p/new-balance-fresh-foam-roav-city-grit-stone-blue-neo-crimson/product/9335007/color/849226
Fresh Foam Roav City Grit,New Balance,$70.59 ,,https://www.zappos.com/p/new-balance-fresh-foam-roav-city-grit-natural-indigo-light-slate/product/9335007/color/849228
Versafoam Shift,Saucony,$70.00 ,,https://www.zappos.com/p/saucony-versafoam-shift-navy-yellow/product/9243317/color/515
Versafoam Shift,Saucony,$70.00 ,,https://www.zappos.com/p/saucony-versafoam-shift-black-charcoal/product/9243317/color/133
940v4,New Balance,$129.99 ,4,https://www.zappos.com/p/new-balance-940v4-magnet-marine-blue/product/9326436/color/844609
