name,p_link,price,store_name
Select Amex Cardholders: 2-Ct GoPro HERO7 Black Action Camera + $90 Statement Credit,https://slickdeals.net/f/14000396-2-gopro-hero-7-black-cameras-for-370-with-amex-offer-ymmv?src=catpagev2,$460,
Perks at work members 30 percent back at Samsung.com,https://slickdeals.net/f/14000948-perks-at-work-members-30-percent-back-at-samsung-com?src=catpagev2,,
"Type S 6.8"" Wide Screen Solar Powered HD Wireless Backup Camera - $129.99",https://slickdeals.net/f/14001077-type-s-6-8-wide-screen-solar-powered-hd-wireless-backup-camera-129-99?src=catpagev2,,Costco Wholesale
Taotronics SoundSurge 60 Active Noise Cancelling Headphones $35,https://slickdeals.net/f/14002067-taotronics-soundsurge-60-active-noise-cancelling-headphones-35?src=catpagev2,$35,
PlayStation Gold Wireless Gaming Headset: Fortnite Bundle (Black),https://slickdeals.net/f/13999430-playstation-gold-wireless-gaming-headset-fortnite-bundle-black-68-free-shipping?src=catpagev2,$68,Target
Garmin Vivoactive 3 Music - Black (Refurbished) $159.99,https://slickdeals.net/f/14001260-garmin-vivoactive-3-music-black-refurbished-159-99?src=catpagev2,$159.99,
Anker Soundcore Flare S+ Alexa Portable Bluetooth Speaker $69.99,https://slickdeals.net/f/14001761-anker-soundcore-flare-s-alexa-portable-bluetooth-speaker-69-99?src=catpagev2,$69.99,Newegg
"Venn Mobile: Unlimited Minutes, Texts, & 4G LTE Data + 50GB Hotspot",https://slickdeals.net/f/13999340-venn-mobile-unlimited-minutes-texts-4g-lte-data-50gb-hotspot-for-17?src=catpagev2,$17/Month,
JLab Audio - Epic Executive Wireless Noise Cancelling In-Ear Headphones $44.99,https://slickdeals.net/f/14001665-jlab-audio-epic-executive-wireless-noise-cancelling-in-ear-headphones-44-99?src=catpagev2,$44.99,Best Buy
TP-Link Kasa Mini Wifi Smart Plug 15 Amp 3-pack (HS105P3) - $30,https://slickdeals.net/f/13999454-tp-link-kasa-mini-wifi-smart-plug-15-amp-3-pack-hs105p3-30?src=catpagev2,$29.99,Amazon
Manfrotto - Solo I Holster Camera Bag - Blue $9.5,https://slickdeals.net/f/14001458-manfrotto-solo-i-holster-camera-bag-blue-9-5?src=catpagev2,$9.50,Best Buy
"LG CXPUA 65"" Class HDR 4K UHD Smart OLED TV (2020) $2399",https://slickdeals.net/f/13999565-lg-cxpua-65-class-hdr-4k-uhd-smart-oled-tv-2020-2399?src=catpagev2,"$2,399",
Beats Powerbeats3 Wireless Bluetooth Earphones - Black $79.99,https://slickdeals.net/f/13999562-beats-powerbeats3-wireless-bluetooth-earphones-black-79-99?src=catpagev2,$79.99,Costco Wholesale
"snapfish custom canvas prints 8x10=$12, 11x14=$18, 16x20=$22 AC",https://slickdeals.net/f/13999583-snapfish-custom-canvas-prints-8x10-12-11x14-18-16x20-22-ac?src=catpagev2,$12,
RAVPower 20100mAh QC 3.0 Power Bank with Type C $33.99 AC + FSSS,https://slickdeals.net/f/13999409-ravpower-20100mah-qc-3-0-power-bank-with-type-c-33-99-ac-fsss?src=catpagev2,$33.99,Amazon
Turbo 36W 2-Port Wall Charger $10.99 @ Ravpower,https://slickdeals.net/f/13999370-turbo-36w-2-port-wall-charger-10-99-ravpower?src=catpagev2,$10.99,
M55 RGB PRO Ambidextrous Multi-Grip Gaming Mouse $29.99,https://slickdeals.net/f/14000549-m55-rgb-pro-ambidextrous-multi-grip-gaming-mouse-29-99?src=catpagev2,$29.99,
Google Pixel 3a - Verizon + $200 Costco shop card $370; Pixel 3a XL $449 $369.99,https://slickdeals.net/f/14000342-google-pixel-3a-verizon-200-costco-shop-card-370-pixel-3a-xl-449-369-99?src=catpagev2,$369.99,Costco Wholesale
"Atomos Ninja V 5"" 4K HDMI Recording Monitor",https://slickdeals.net/f/13998269-atomos-ninja-v-5-4k-hdmi-recording-monitor-499?src=catpagev2,$499,B&H Photo Video
Jamo Studio Series S 803-WH White Bookshelf Speakers - Pair $148,https://slickdeals.net/f/13998539-jamo-studio-series-s-803-wh-white-bookshelf-speakers-pair-148?src=catpagev2,$148,Amazon
Ravpower 40W 8A 4-Port Wall Charger $11.99+ Free Shipping,https://slickdeals.net/f/14000063-ravpower-40w-8a-4-port-wall-charger-11-99-free-shipping?src=catpagev2,$11.99,RAVPower
"Tripp Lite 8 Outlet Surge Protector Power Strip, 8ft Cord Right Angle Plug, Black, Lifetime Insurance (TLP808B) $23",https://slickdeals.net/f/13999313-tripp-lite-8-outlet-surge-protector-power-strip-8ft-cord-right-angle-plug-black-lifetime-insurance-tlp808b-23?src=catpagev2,$22.99,Amazon
Bose Solo 5 TV sound system FS 179.95,https://slickdeals.net/f/14000054-bose-solo-5-tv-sound-system-fs-179-95?src=catpagev2,,
72% off bObsweep PetHair Vision Wi-Fi Enabled Robotic Vacuum - Steel Gray Matte $249.97,https://slickdeals.net/f/13999844-72-off-bobsweep-pethair-vision-wi-fi-enabled-robotic-vacuum-steel-gray-matte-249-97?src=catpagev2,$249.97,
Anker PowerCore+ 19000 PD Hybrid Portable Charger @Newegg $60 AC,https://slickdeals.net/f/13999226-anker-powercore-19000-pd-hybrid-portable-charger-newegg-60-ac?src=catpagev2,$59.99,Newegg
"Anker PowerCore 15000 Redux, Compact 15000mAh 2-Port Ultra-Portable Phone Charger Power Bank @Newegg $26",https://slickdeals.net/f/13999277-anker-powercore-15000-redux-compact-15000mah-2-port-ultra-portable-phone-charger-power-bank-newegg-26?src=catpagev2,$26,Newegg
"NJ Natural gas customers Earth Day special- Nest 3rd Gen Learning Thermostat $49 , Nest E $0",https://slickdeals.net/f/13997846-nj-natural-gas-customers-earth-day-special-nest-3rd-gen-learning-thermostat-49-nest-e-0?src=catpagev2,,
Purchase & Switch to Visible Service: 256GB Apple iPhone SE Smartphone (2nd Gen),https://slickdeals.net/f/13996397-purchase-switch-to-visible-service-256gb-apple-iphone-se-smartphone-2nd-gen-528-after-200-mastercard-rebate-free-s-h?src=catpagev2,$528,
Klipsch The Three With Google Assistant $249.99,https://slickdeals.net/f/13998749-klipsch-the-three-with-google-assistant-249-99?src=catpagev2,,Amazon
Zoom H1n sound recorder $84.99,https://slickdeals.net/f/13998473-zoom-h1n-sound-recorder-84-99?src=catpagev2,$84.99,B&H Photo Video
Pela Eco-Friendly Case for Apple® iPhone® 11 - Black & more $24,https://slickdeals.net/f/13999052-pela-eco-friendly-case-for-apple-iphone-11-black-more-24?src=catpagev2,$24,Best Buy
Gimars 1840W international travel adapter with 1x 15W USB-C and 3x USB-A with free Amazon Prime shipping $8.87,https://slickdeals.net/f/13997738-gimars-1840w-international-travel-adapter-with-1x-15w-usb-c-and-3x-usb-a-with-free-amazon-prime-shipping-8-87?src=catpagev2,$8.87,Amazon
eufy E Wireless Security Camera System $129,https://slickdeals.net/f/13998476-eufy-e-wireless-security-camera-system-129?src=catpagev2,$129,
Anker PowerCore 5000 Portable Charger $11.99 + FSSS,https://slickdeals.net/f/13996610-anker-powercore-5000-portable-charger-11-99-fsss?src=catpagev2,,Amazon
Receive Wyze 800 Lumens Tunable White LED WiFi Bulb for Free w/ Purchase Of,https://slickdeals.net/f/13994552-receive-wyze-800-lumens-tunable-white-led-wifi-bulb-for-free-w-purchase-of-20-8-s-h-or-fs-bundles?src=catpagev2,$20+,
Anker PowerCore Slim 10000 PD USB-C Portable Charger 45% off $21.99 + FSSS,https://slickdeals.net/f/13996043-anker-powercore-slim-10000-pd-usb-c-portable-charger-45-off-21-99-fsss?src=catpagev2,$21.99,Amazon
Ravpower PD Pioneer 45W GaN Tech USB C Wall Charger $15.99 + Free Shipping,https://slickdeals.net/f/13997510-ravpower-pd-pioneer-45w-gan-tech-usb-c-wall-charger-15-99-free-shipping?src=catpagev2,$15.99,
CAME-TV Prophet Gimbal $188.00 + Free Shipping,https://slickdeals.net/f/13997249-came-tv-prophet-gimbal-188-00-free-shipping?src=catpagev2,$188,
1Mii Long Range Bluetooth Transmitter Receiver 3-in-1 for TV PC Home Stereo - $29.99 + Free Shipping,https://slickdeals.net/f/13995179-1mii-long-range-bluetooth-transmitter-receiver-3-in-1-for-tv-pc-home-stereo-29-99-free-shipping?src=catpagev2,$29.99,Amazon
Bose Noise-Canceling 700 Over-Ear Wireless BT Headphones (Refurbished),https://slickdeals.net/f/13994654-bose-noise-cancelling-headphones-700-refurbished-279-95?src=catpagev2,$280,Bose
COWIN KY02 True Wireless Earbuds Wireless Bluetooth Headphones $37 AC + FS,https://slickdeals.net/f/13996598-cowin-ky02-true-wireless-earbuds-wireless-bluetooth-headphones-37-ac-fs?src=catpagev2,,Newegg
Jbl live 200bt $14.99,https://slickdeals.net/f/13997024-jbl-live-200bt-14-99?src=catpagev2,$14.99,
"AKG N30 Hi-res In-ear Headphones with Customizable Sound, Silver and Black $79.99 + FS",https://slickdeals.net/f/13996847-akg-n30-hi-res-in-ear-headphones-with-customizable-sound-silver-and-black-79-99-fs?src=catpagev2,,Newegg
Anker 60W 5-Port Desktop Charger with One USB C 30W Power Delivery Port $32.99 + FSSS,https://slickdeals.net/f/13995971-anker-60w-5-port-desktop-charger-with-one-usb-c-30w-power-delivery-port-32-99-fsss?src=catpagev2,,Amazon
2-port Aukey QC 3.0 Wall Charger $12,https://slickdeals.net/f/13994783-2-port-aukey-qc-3-0-wall-charger-12?src=catpagev2,$12,Amazon
"2-Pack iWalk Scorpion Power Bank with Lightning, USB-C & Micro USB Cables $28",https://slickdeals.net/f/13996577-2-pack-iwalk-scorpion-power-bank-with-lightning-usb-c-micro-usb-cables-28?src=catpagev2,,Amazon
AnkerDirect via Amazon: Anker PowerCore 5000 Portable Charger (Black) for $11.99. Free Shipping with Prime or on Orders $25+.,https://slickdeals.net/f/13995293-ankerdirect-via-amazon-anker-powercore-5000-portable-charger-black-for-11-99-free-shipping-with-prime-or-on-orders-25?src=catpagev2,$11.99,Amazon
RYOBI ONE+ 18 Volt Floating Speaker/Light Show with Bluetooth (tool only) @ DirectTools $13.38,https://slickdeals.net/f/13994375-ryobi-one-18-volt-floating-speaker-light-show-with-bluetooth-tool-only-directtools-13-38?src=catpagev2,$13.38,
"$30 off || Anker Soundcore Liberty 2 Pro True Wireless Earbuds, $120",https://slickdeals.net/f/13995851-30-off-anker-soundcore-liberty-2-pro-true-wireless-earbuds-120?src=catpagev2,$120,Amazon
"TCL 75"" 4 Series Roku $749. $749.99",https://slickdeals.net/f/13994282-tcl-75-4-series-roku-749-749-99?src=catpagev2,$749.99,Best Buy
Amazon: Sennheiser RS 195 RF Wireless Headphone System $390.00 + FS,https://slickdeals.net/f/13995221-amazon-sennheiser-rs-195-rf-wireless-headphone-system-390-00-fs?src=catpagev2,$390,Amazon
Etymotic Research ER3SE Studio Edition High Performance In-Ear Earphones $119,https://slickdeals.net/f/13994573-etymotic-research-er3se-studio-edition-high-performance-in-ear-earphones-119?src=catpagev2,$119,Amazon
Coffea AirPods Case with Keychain-Black $3.6,https://slickdeals.net/f/13994330-coffea-airpods-case-with-keychain-black-3-6?src=catpagev2,$3.60,Amazon
10000mAh AUKEY USB C Power Bank 18W PD and QC 3.0 $20.78 + free s/h,https://slickdeals.net/f/13994690-10000mah-aukey-usb-c-power-bank-18w-pd-and-qc-3-0-20-78-free-s-h?src=catpagev2,$20.78,Amazon
"Gameliquidations via Newegg: LG OLED65CXPUA Alexa Built-in CX Series 65"" 4K Ultra HD Smart OLED TV (2020) for $2399 + Free Shipping.",https://slickdeals.net/f/13994405-gameliquidations-via-newegg-lg-oled65cxpua-alexa-built-in-cx-series-65-4k-ultra-hd-smart-oled-tv-2020-for-2399-free-shipping?src=catpagev2,"$2,399",Newegg
16GB Motorola Moto E6 Smartphone + Tracfone 1500 Min/Text/Data (1-Year),https://slickdeals.net/f/13992794-16gb-motorola-moto-e6-smartphone-tracfone-1500-min-text-data-1-year-60-free-shipping?src=catpagev2,$60,eBay
"GUNNAR Gaming and Computer Eyewear/Axial, Amber Tint - Patented Lens, Reduce Digital Eye Strain, Block 65% of Harmful Blue Light for $31.36",https://slickdeals.net/f/13992917-gunnar-gaming-and-computer-eyewear-axial-amber-tint-patented-lens-reduce-digital-eye-strain-block-65-of-harmful-blue-light-for-31-36?src=catpagev2,$31.36,Amazon
Bestbuy.com: Epson - Refurbished WorkForce ES-50 Sheetfed Scanner $60 + FREE S&H,https://slickdeals.net/f/13994339-bestbuy-com-epson-refurbished-workforce-es-50-sheetfed-scanner-60-free-s-h?src=catpagev2,,Best Buy
JBL Flip 3 Stealth Bluetooth Speaker $40 *B&M YMMV*,https://slickdeals.net/f/13993655-jbl-flip-3-stealth-bluetooth-speaker-40-b-m-ymmv?src=catpagev2,$40,Walmart
Case Mate Twinkle Case - Samsung Galaxy Note 10+ - $5 FS,https://slickdeals.net/f/13994129-case-mate-twinkle-case-samsung-galaxy-note-10-5-fs?src=catpagev2,$5,
"(auth dealer) Sony EDU: 85"" XBR-85X950G 4K HDR $2698, 65"" XBR-65A8G Bravia OLED $1799, 55"" OLED XBR-55A8G $1349 + free s/h",https://slickdeals.net/f/13992527-auth-dealer-sony-edu-85-xbr-85x950g-4k-hdr-2698-65-xbr-65a8g-bravia-oled-1799-55-oled-xbr-55a8g-1349-free-s-h?src=catpagev2,"$2,698",
10 pack 10-feet 4k HDMI cables $27,https://slickdeals.net/f/13992473-10-pack-10-feet-4k-hdmi-cables-27?src=catpagev2,$26.88,Amazon
AmazonBasics CR2032 3 Volt Lithium Coin Cell Battery - 10-Pack - $5.69 - FS w/ Prime,https://slickdeals.net/f/13992230-amazonbasics-cr2032-3-volt-lithium-coin-cell-battery-10-pack-5-69-fs-w-prime?src=catpagev2,$5.69,Amazon
"Global Data Plans 70% off, 11GB 450 days for $96",https://slickdeals.net/f/13993226-global-data-plans-70-off-11gb-450-days-for-96?src=catpagev2,,
65” Hisense 65H90F $349 - Military Exchange,https://slickdeals.net/f/13992497-65-hisense-65h90f-349-military-exchange?src=catpagev2,,
Samsung SWA-W700 Subwoofer for Sound+ Soundbars $249.99,https://slickdeals.net/f/13991510-samsung-swa-w700-subwoofer-for-sound-soundbars-249-99?src=catpagev2,$249.99,Amazon
Skullcandy Icon Wireless On-Ear Headphone - Black for $29.98,https://slickdeals.net/f/13992008-skullcandy-icon-wireless-on-ear-headphone-black-for-29-98?src=catpagev2,$29.98,Amazon
Klipsch The Three II with Voice Control $250,https://slickdeals.net/f/13991303-klipsch-the-three-ii-with-voice-control-250?src=catpagev2,$250,Amazon
Echo dot 3rd gen for $25 at woot free shipping with prime,https://slickdeals.net/f/13991123-echo-dot-3rd-gen-for-25-at-woot-free-shipping-with-prime?src=catpagev2,,
"$697 LG 65SM8100AUA Alexa Built-in Nano 8 Series 65"" 4K Ultra HD Smart LED NanoCell TV (2019)",https://slickdeals.net/f/13991762-697-lg-65sm8100aua-alexa-built-in-nano-8-series-65-4k-ultra-hd-smart-led-nanocell-tv-2019?src=catpagev2,,Amazon
Apple AirPods Pro w/ Wireless Charging Case,https://slickdeals.net/f/13988171-apple-airpods-pro-w-wireless-charging-case-225-free-shipping?src=catpagev2,$225,Verizon Wireless
"Samsung s20, S20+, Ultra prime card while get 15% cash back in TOTAL",https://slickdeals.net/f/13990076-samsung-s20-s20-ultra-prime-card-while-get-15-cash-back-in-total?src=catpagev2,,Amazon
Nest Secure Alarm System with Google Nest Cam Indoor Security Camera - $348,https://slickdeals.net/f/13991090-nest-secure-alarm-system-with-google-nest-cam-indoor-security-camera-348?src=catpagev2,$348,Home Depot
Powerbeats 3 Wireless headphones $59.31 Sams B&M Clearance YMMV,https://slickdeals.net/f/13990016-powerbeats-3-wireless-headphones-59-31-sams-b-m-clearance-ymmv?src=catpagev2,$59.31,Sam's Club
Asus AX3000 Router - $159.99 + 20% (additional discover cashback discount),https://slickdeals.net/f/13990628-asus-ax3000-router-159-99-20-additional-discover-cashback-discount?src=catpagev2,,Amazon
GoPro Karma Grip,https://slickdeals.net/f/13988444-gopro-karma-grip-99-99-299-99-f-s-new?src=catpagev2,$100,
Xfinity Mobile: Apple iPhone SE Smartphone (Gen 2),https://slickdeals.net/f/13988042-xfinity-mobile-apple-iphone-se-smartphone-gen-2-from-200-w-24-mo-service-port-in?src=catpagev2,from $200,
Apple AirPods Pro + Discover Rewards Points $188 - YMMV,https://slickdeals.net/f/13990274-apple-airpods-pro-discover-rewards-points-188-ymmv?src=catpagev2,$188,Amazon
"Samsung Galaxy 5"" HD 16GB Tracfone w/1500 Minutes/Texts/Data for $44.99 + Free Shipping",https://slickdeals.net/f/13989497-samsung-galaxy-5-quot-hd-16gb-tracfone-w-1500-minutes-texts-data-for-44-99-free-shipping?src=catpagev2,$44.99,
jbl gto 939 6x9 speakers - active again $69.99,https://slickdeals.net/f/13989974-jbl-gto-939-6x9-speakers-active-again-69-99?src=catpagev2,$69.99,
64GB Apple iPhone SE Smartphone for Sprint (2nd Gen) + $50 Best Buy eGC,https://slickdeals.net/f/13987145-best-buy-apple-iphone-se-2nd-generation-64gb-black-sprint-299-99-50-gift-card-new-account-or-line-required?src=catpagev2,$300,Best Buy
ION Audio - Survival Scout Portable Bluetooth Speaker - $60,https://slickdeals.net/f/13988603-ion-audio-survival-scout-portable-bluetooth-speaker-60?src=catpagev2,,Best Buy
"Wi-Fi Camera Indoor, Ultra-HD 180º Home Security IP Camera DP-100 Mini Indoor Baby Monitor Pet Camera with Super IR Night Vision, Two-Way Audio, Playback $35.99 $35.98",https://slickdeals.net/f/13988255-wi-fi-camera-indoor-ultra-hd-180-home-security-ip-camera-dp-100-mini-indoor-baby-monitor-pet-camera-with-super-ir-night-vision-two-way-audio-playback-35-99-35-98?src=catpagev2,$35.98,Walmart
iPhone SE 2020 + iPhone 8/7 ESR Ultra-thin Slim Clear Case - $4.49 + FSSS,https://slickdeals.net/f/13986800-iphone-se-2020-iphone-8-7-esr-ultra-thin-slim-clear-case-4-49-fsss?src=catpagev2,$4.49,Amazon
Siemens FS140 FirstSurge Pro 140kA Whole House Surge Protection Device $160,https://slickdeals.net/f/13985492-siemens-fs140-firstsurge-pro-140ka-whole-house-surge-protection-device-160?src=catpagev2,$160,Amazon
RAVPower 30W PD 3.0 [GaN Tech] Type C Fast Charging Foldable Adapter $15.99 + FSSS,https://slickdeals.net/f/13987001-ravpower-30w-pd-3-0-gan-tech-type-c-fast-charging-foldable-adapter-15-99-fsss?src=catpagev2,$15.99,Amazon
Motorola Moto G Stylus Best Buy/Verizon $150 with activation.,https://slickdeals.net/f/13987100-motorola-moto-g-stylus-best-buy-verizon-150-with-activation?src=catpagev2,,
"Ring Peephole Cam with ""Free"" Echo Dot (3rd Gen) $129",https://slickdeals.net/f/13986566-ring-peephole-cam-with-free-echo-dot-3rd-gen-129?src=catpagev2,$129,Amazon
"Walmart: SAMSUNG 58"" Class 4K Ultra HD (2160P) HDR Smart LED TV UN58RU7100 (2019 Model) for $479.99. Free Shipping.",https://slickdeals.net/f/13985600-walmart-samsung-58-class-4k-ultra-hd-2160p-hdr-smart-led-tv-un58ru7100-2019-model-for-479-99-free-shipping?src=catpagev2,$479.99,Walmart
Costco: (Membership Required) Select Feit Electric Smart Home Products Starting at $19.99. Free Shipping.,https://slickdeals.net/f/13986200-costco-membership-required-select-feit-electric-smart-home-products-starting-at-19-99-free-shipping?src=catpagev2,$19.99,
MOMENTUM NIRO WIFI Garage controller with CAMERA $49.99,https://slickdeals.net/f/13986656-momentum-niro-wifi-garage-controller-with-camera-49-99?src=catpagev2,$49.99,Costco Wholesale
"55"" Samsung QN55Q6DR Q6D Series 4K UHD HDR Smart QLED HDTV (2019 Model) $599.96 + Free Delivery @ PC Richard & Son",https://slickdeals.net/f/13986182-55-samsung-qn55q6dr-q6d-series-4k-uhd-hdr-smart-qled-hdtv-2019-model-599-96-free-delivery-pc-richard-son?src=catpagev2,$599.96,
Sprint Customers: 2-Months YouTube Premium Service (New Members),https://slickdeals.net/f/13984478-sprint-customers-2-months-youtube-premium-service-new-members-free-via-my-sprint-rewards-app?src=catpagev2,Free,
Steelseries.com: ARCTIS 3 Headset $61.59 + FS,https://slickdeals.net/f/13986698-steelseries-com-arctis-3-headset-61-59-fs?src=catpagev2,$61.59,
Arlo Pro 3 (4 pack camera with Base Station) - YMMV $549.99 plus tax,https://slickdeals.net/f/13985768-arlo-pro-3-4-pack-camera-with-base-station-ymmv-549-99-plus-tax?src=catpagev2,$549.99,Best Buy
"Bestbuy.com: TomTom - VIA 1525M 5"" GPS with Lifetime Map Updates $90 + FREE S&H",https://slickdeals.net/f/13987106-bestbuy-com-tomtom-via-1525m-5-gps-with-lifetime-map-updates-90-free-s-h?src=catpagev2,,Best Buy
Corsair: Corsair Virtuoso RGB Wireless High-Fidelity Gaming Headset (White) + ST100 RGB Premium Headset Stand for $214.98. Free Shipping.,https://slickdeals.net/f/13986992-corsair-corsair-virtuoso-rgb-wireless-high-fidelity-gaming-headset-white-st100-rgb-premium-headset-stand-for-214-98-free-shipping?src=catpagev2,$214.98,
"Anker Sale via eBay (Up to 68% Off): Anker Soundcore Liberty Neo True Wireless Earbuds $39.99, Anker [2-Pack 6Ft] Premium Nylon USB-C to USB-A Cable $7.64 & More + FS",https://slickdeals.net/f/13984790-anker-sale-via-ebay-up-to-68-off-anker-soundcore-liberty-neo-true-wireless-earbuds-39-99-anker-2-pack-6ft-premium-nylon-usb-c-to-usb-a-cable-7-64-more-fs?src=catpagev2,$39.99,eBay
"Costco Members: 43"" LG 43UM7300AUE 4K UHD HDR Smart TV w/ AI ThinQ",https://slickdeals.net/f/13983608-lg-43um7300-43-inch-4k-uhd-tv-239?src=catpagev2,$240,Costco Wholesale
GVM LT 50S Bi-Color Dimmable LED Video Light Panel for $209.00 + $30 S/H,https://slickdeals.net/f/13986710-gvm-lt-50s-bi-color-dimmable-led-video-light-panel-for-209-00-30-s-h?src=catpagev2,$209,
DJI Osmo Pocket 4K Camera w/ 3-Axis Gimbal Stabilizer (refurbished) $279,https://slickdeals.net/f/13986431-dji-osmo-pocket-4k-camera-w-3-axis-gimbal-stabilizer-refurbished-279?src=catpagev2,$279,
Anker 30W Power Strip with USB C 2 Outlets & 3 USB $24.99 AC + FSSS,https://slickdeals.net/f/13984217-anker-30w-power-strip-with-usb-c-2-outlets-3-usb-24-99-ac-fsss?src=catpagev2,$24.99,Amazon
Xiaomi QCY T6 Bluetooth 5.0 TWS Waterproof Wireless Earphones (with earhooks) $26.79,https://slickdeals.net/f/13985792-xiaomi-qcy-t6-bluetooth-5-0-tws-waterproof-wireless-earphones-with-earhooks-26-79?src=catpagev2,$26.79,eBay
2 pcs of SoundElite 07 aptX Stereo Wireless Earbuds for $19.99,https://slickdeals.net/f/13984940-2-pcs-of-soundelite-07-aptx-stereo-wireless-earbuds-for-19-99?src=catpagev2,$19.99,
Master & Dynamic - MW07 True Wireless In-Ear Headphones - Matte Black $124.99,https://slickdeals.net/f/13985633-master-dynamic-mw07-true-wireless-in-ear-headphones-matte-black-124-99?src=catpagev2,$124.99,
AirPods Pro $235 Amazon,https://slickdeals.net/f/13983686-airpods-pro-235-amazon?src=catpagev2,$234.98,Amazon
LG - OLED77C9P - $3499.00 + Free Shipping - iElectrica,https://slickdeals.net/f/13985372-lg-oled77c9p-3499-00-free-shipping-ielectrica?src=catpagev2,"$3,499",
TaoTronics LED Desk Lamp 93 Stylish Metal with Fast Wireless Charger for $36.99,https://slickdeals.net/f/13984295-taotronics-led-desk-lamp-93-stylish-metal-with-fast-wireless-charger-for-36-99?src=catpagev2,$36.99,
Sony XBR55X900F 55-Inch 4K Ultra HD Smart LED TV with Alexa Compatibility $798,https://slickdeals.net/f/13985009-sony-xbr55x900f-55-inch-4k-ultra-hd-smart-led-tv-with-alexa-compatibility-798?src=catpagev2,$798,Amazon
"Echobox Traveler ""Not So Entry Level"" Titanium Headphones $12",https://slickdeals.net/f/13984775-echobox-traveler-not-so-entry-level-titanium-headphones-12?src=catpagev2,$12,
"Anker PowerWave 15 Pad, USB-C 15W Fast Wireless Charger $25.99 AC + FSSS",https://slickdeals.net/f/13983911-anker-powerwave-15-pad-usb-c-15w-fast-wireless-charger-25-99-ac-fsss?src=catpagev2,,Amazon
Anker Powerline II USB-A to 3 in 1 Charging Cable $10.99 AC + FS,https://slickdeals.net/f/13983728-anker-powerline-ii-usb-a-to-3-in-1-charging-cable-10-99-ac-fs?src=catpagev2,,eBay
Costco - Arlo Pro3 2K QHD Wire-Free Security Camera System - 3 Camera Kit - $399.99,https://slickdeals.net/f/13983014-costco-arlo-pro3-2k-qhd-wire-free-security-camera-system-3-camera-kit-399-99?src=catpagev2,$399.99,
"55"" Samsung QN55Q60R Q60 Series 4K UHD HDR Smart QLED HDTV (2019 Model) $649.99 + Free Delivery @ Walmart",https://slickdeals.net/f/13983620-55-samsung-qn55q60r-q60-series-4k-uhd-hdr-smart-qled-hdtv-2019-model-649-99-free-delivery-walmart?src=catpagev2,$649.99,Walmart
Klipsch T5 True Wireless Earphones $89.99 + FS @ Costco,https://slickdeals.net/f/13982627-klipsch-t5-true-wireless-earphones-89-99-fs-costco?src=catpagev2,$89.99,Costco Wholesale
"Netgear Nighthawk Wifi 6 AX3000 Router, $139",https://slickdeals.net/f/13982780-netgear-nighthawk-wifi-6-ax3000-router-139?src=catpagev2,$139,Walmart
DJI Mavic Air Ultraportable 4K Quadcopter Fly More Combo - Arctic White $664.05 AC No Sales Tax Free shipping @ Drone Nerds,https://slickdeals.net/f/13983746-dji-mavic-air-ultraportable-4k-quadcopter-fly-more-combo-arctic-white-664-05-ac-no-sales-tax-free-shipping-drone-nerds?src=catpagev2,,
"Amazon: Gator Cases Pro Series Rotationally Molded 6U Rack Case with Standard 19"" Depth $114.99 + FS",https://slickdeals.net/f/13982954-amazon-gator-cases-pro-series-rotationally-molded-6u-rack-case-with-standard-19-depth-114-99-fs?src=catpagev2,$114.99,Amazon
Amazfit GTR Lite blueteeth Smart Watch with blueteeth 5.0  $109.99,https://slickdeals.net/f/13981829-amazfit-gtr-lite-blueteeth-smart-watch-with-blueteeth-5-0-109-99?src=catpagev2,$109.99,Walmart
"Wyze Smart Plug 2-Pack, Compact WiFi Smart Plug, 15A, Works with Alexa and Google Assistant $15.88",https://slickdeals.net/f/13980026-wyze-smart-plug-2-pack-compact-wifi-smart-plug-15a-works-with-alexa-and-google-assistant-15-88?src=catpagev2,$15.88,Amazon
Logitech P710e Mobile Conferencing Speakerphone Bluetooth Speaker Factory Refurbished $72,https://slickdeals.net/f/13981556-logitech-p710e-mobile-conferencing-speakerphone-bluetooth-speaker-factory-refurbished-72?src=catpagev2,$72,
Anker PowerCore+ QC 3.0 10050 Portable Charger $15.99 + FSSS,https://slickdeals.net/f/13980620-anker-powercore-qc-3-0-10050-portable-charger-15-99-fsss?src=catpagev2,,Amazon
Garmin Zumo 396 LMT-S Motorcycle GPS Navigator + 2-Pack 32GB Sandisk Extreme Plus MicroSDHC Memory Cards $250 + free s/h,https://slickdeals.net/f/13981811-garmin-zumo-396-lmt-s-motorcycle-gps-navigator-2-pack-32gb-sandisk-extreme-plus-microsdhc-memory-cards-250-free-s-h?src=catpagev2,$249.99,
"Samsung Galaxy Buds+ Plus, True Wireless Earbuds $122.99 + FS",https://slickdeals.net/f/13981346-samsung-galaxy-buds-plus-true-wireless-earbuds-122-99-fs?src=catpagev2,,
amazon-AirPods wireless-$150,https://slickdeals.net/f/13980743-amazon-airpods-wireless-150?src=catpagev2,,Amazon
Sony A8G 65” Class HDR 4K UHD Smart OLED TV (2019) - Authorized dealer - Free Shipping $1800,https://slickdeals.net/f/13979297-sony-a8g-65-class-hdr-4k-uhd-smart-oled-tv-2019-authorized-dealer-free-shipping-1800?src=catpagev2,"$1,800",
