Category,URL,Name,Store Name,Price,,,,,,,,https://slickdeals.net/deal-categories/
4,https://slickdeals.net/f/13998353-the-children-s-place-up-to-80-off-girls-print-racerback-dress-from-3-39-girls-holographic-glitter-unicorn-bag-7-98-more-free-s-h?src=catpagev2,The Children's Place Up to 80% Off Sale: Girls' Print Racerback Dress (various),The Children's Place,from $3.40,,,,,,,,
4,https://slickdeals.net/f/13999949-acer-predator-utility-gaming-backpack-95-99?src=catpagev2,Acer Predator Utility Gaming Backpack $95.99,Amazon,$95.99 ,,,,,,,,
4,https://slickdeals.net/f/13995209-deuter-gravity-motion-35l-backpack-navy-graphite-or-deuter-gravity-rock-roll-30l-backpack-navy-graphite-50-free-shipping?src=catpagev2,Deuter Gravity Motion 35L Backpack (navy/graphite) or Deuter Gravity Rock & Roll 30L Backpack (navy/graphite) $50 + Free Shipping,Backcountry,$50 ,,,,,,,,
4,https://slickdeals.net/f/13993937-quiksilver-coupon-extra-40-off-sale-items-men-s-diamond-wave-tee-7-80-more-free-shipping?src=catpagev2,Quiksilver Coupon: Extra 40% Off Sale Items: Men's Diamond Wave Tee,Quiksilver,$7.80 ,,,,,,,,
4,https://slickdeals.net/f/13994066-reebok-bags-backpacks-essentials-duffel-bag-12-active-enhanced-backpack-14-more-free-shipping?src=catpagev2,"Reebok Bags & Backpacks: Essentials Duffel Bag $12, Active Enhanced Backpack $14 & More + Free Shipping",Reebok,$12 ,,,,,,,,
4,https://slickdeals.net/f/13993298-vera-bradley-30-off-outlet-lunch-bunch-bag-or-lunch-sack-bag-houndstooth-tweed-7-35-each-2020-student-agenda-planner-3-colors-1-75-each-more-free-s-h?src=catpagev2,Vera Bradley 30% Off Outlet: Lunch Bunch Bag (Houndstooth Tweed),Vera Bradley,$7.35 ,,,,,,,,
4,https://slickdeals.net/f/13991357-sandpiper-of-california-s-o-c-3-day-pass-backpack-24-99-4-99-shipping?src=catpagev2,Sandpiper Of California S.O.C. 3 Day Pass Backpack $24.99 + $4.99 shipping,,$29.98 ,,,,,,,,
4,https://slickdeals.net/f/13990949-hydro-flask-journey-series-10-hydration-pack-82-hydro-flask-journey-series-20-hydration-pack-100-free-shipping?src=catpagev2,"Hydro Flask Journey Series 10 Hydration Pack $82, Hydro Flask Journey Series 20 Hydration Pack $100 + Free Shipping",REI,$100 ,,,,,,,,
4,https://slickdeals.net/f/13989761-oakley-men-s-kitchen-sink-lx-designer-backpack-93-50-free-shipping?src=catpagev2,Oakley Men's Kitchen Sink LX Designer Backpack $93.50 + Free Shipping,eBay,$93.50 ,,,,,,,,
4,https://slickdeals.net/f/13988291-camelbak-arete-18-hydration-pack-32-or-camelbak-arete-22-hydration-pack-40-free-shipping?src=catpagev2,Camelbak Arete 18 Hydration Pack $32 or Camelbak Arete 22 Hydration Pack $40 + Free Shipping,REI,$31.93 ,,,,,,,,
4,https://slickdeals.net/f/13985285-amazonbasics-neoprene-foam-13-3-macbook-laptop-sleeve-purple-4-49-free-s-h-w-amazon-prime-woot?src=catpagev2,"AmazonBasics Neoprene Foam 13.3"" Macbook Laptop Sleeve (Purple) $4.49 + Free S/H w/ Amazon Prime @ Woot",Woot!,$4.49 ,,,,,,,,
4,https://slickdeals.net/f/13983716-oakley-bubble-balaclava-jeff-staple-or-packable-18l-backpack-17-50-each-more-free-s-h?src=catpagev2,Oakley: Bubble Balaclava Jeff Staple or Packable 18L Backpack,Oakley,$17.50 each,,,,,,,,
4,https://slickdeals.net/f/13984628-fila-usa-duel-tablet-up-to-15-laptop-backpack-2-colors-14-82-free-shipping-on-25?src=catpagev2,"Fila Usa Duel Tablet & Up to 15"" Laptop Backpack (2 colors) $14.82 + Free Shipping on $25+",Belk,$14.82 ,,,,,,,,
4,https://slickdeals.net/f/13982942-duluth-trading-company-25-off-site-wide?src=catpagev2,Duluth Trading Company: Additional Savings Sitewide,Duluth Trading Company,25% Off,,,,,,,,
4,https://slickdeals.net/f/13982825-high-sierra-backpacks-classic-2-series-summit-40w-frame-pack-40l-50-more-free-shipping?src=catpagev2,High Sierra Backpacks: Classic 2 Series Summit 40W Frame Pack (40L),High Sierra,$50 ,,,,,,,,
4,https://slickdeals.net/f/13983398-everest-signature-waist-pack-digital-camouflage-olive-or-jade-amazon-4-60?src=catpagev2,"Everest Signature Waist Pack (Digital Camouflage, Olive or Jade) @ Amazon $4.60",Amazon,$4.60 ,,,,,,,,
4,https://slickdeals.net/f/13983923-ricardo-half-dome-3-piece-hardside-spinner-set-costco-and-costco-com-for-149-159-tax?src=catpagev2,Ricardo Half Dome 3-piece Hardside Spinner Set - Costco and Costco.com for $149/$159 + Tax,Costco Wholesale,$149 ,,,,,,,,
4,https://slickdeals.net/f/13981445-5-piece-backpack-set-marvel-or-paw-patrol-11-50-each-disney-incredibles-backpack-w-eye-mask-7-more-free-shipping-on-35?src=catpagev2,"5-Piece Backpack Set (Marvel or Paw Patrol) $11.50 Each, Disney Incredibles Backpack w/ Eye Mask $7 & More + Free Shipping on $35+",Walmart,$11.50 ,,,,,,,,
4,https://slickdeals.net/f/13982366-ninetygo-lightweight-tsa-compliant-carry-on-suitcase-79-99-ac-fsss?src=catpagev2,NINETYGO Lightweight TSA Compliant Carry on Suitcase $79.99 AC + FSSS,Amazon,$79.99 ,,,,,,,,
4,https://slickdeals.net/f/13974890-disney-s-frozen-2-girls-printed-backpack-9-75-5-pc-paw-patrol-kids-backpack-set-15-60-more-free-shipping-25?src=catpagev2,"Disney's Frozen 2 Girls' Printed Backpack $9.75, 5-Pc Paw Patrol Kids' Backpack Set $15.60 & More + Free Shipping $25+",Belk,$9.75 ,,,,,,,,
4,https://slickdeals.net/f/13974461-20-samsonite-bartlett-spinner-luggage-black-red-sapphire-47-60-more-free-shipping?src=catpagev2,"20"" Samsonite Bartlett Spinner Luggage (black, red, sapphire) $47.60 & More + Free Shipping",eBay,$47.60 ,,,,,,,,
4,https://slickdeals.net/f/13971854-dakine-classic-hip-pack-12-73-jansport-fifth-ave-waistpack-10-73-free-shipping?src=catpagev2,"DAKINE Classic Hip Pack $12.73, Jansport Fifth Ave Waistpack $10.73 + Free Shipping",REI,$12.73 ,,,,,,,,
4,https://slickdeals.net/f/13967372-deuter-hiking-backpacks-xv-1-pack-men-s-or-women-s-54-75-gigant-32-pack-men-s-54-75-more-free-shipping?src=catpagev2,Deuter Hiking Backpacks: Men's or Women's XV 1 Pack,REI,$54.75 ,,,,,,,,
4,https://slickdeals.net/f/13967156-s-m-osprey-farpoint-40-l-backpack-109-01?src=catpagev2,S/M Osprey Farpoint 40 L Backpack $109.01,Amazon,$109.01 ,,,,,,,,
4,https://slickdeals.net/f/13965440-baggu-giant-pocket-tote-20?src=catpagev2,Baggu Giant Pocket Tote $20,Amazon,,,,,,,,,
4,https://slickdeals.net/f/13963565-ona-the-x-tutes-sig-ed-camps-bay-backpack-199-free-s-h?src=catpagev2,ONA The X Tutes Sig. Ed. Camps Bay Backpack $199 + free s/h,Adorama,$199 ,,,,,,,,
4,https://slickdeals.net/f/13958519-under-armour-undeniable-3-0-duffle-bag-graphite-black-for-26-99-shipped?src=catpagev2,Under Armour Undeniable 3.0 Duffle Bag Graphite / Black for $26.99 Shipped!,Under Armour,,,,,,,,,
4,https://slickdeals.net/f/13956326-shining-waterproof-large-35l-outdoors-sports-folding-lightweight-travel-backpack-daypack-knapsack-15-98?src=catpagev2,Shining Waterproof Large 35L Outdoors Sports Folding Lightweight Travel Backpack Daypack knapsack $15.98,Sears,$15.98 ,,,,,,,,
4,https://slickdeals.net/f/13956713-adidas-court-lite-ii-backpack-21-99?src=catpagev2,Adidas Court Lite II Backpack $21.99,6PM,$21.99 ,,,,,,,,
4,https://slickdeals.net/f/13956539-cotopaxi-up-to-60-off-sale-items-classic-trucker-hat-8-women-s-windbreaker-mars-rover-56-more-free-shipping-w-99?src=catpagev2,"Cotopaxi Up to 60% off Sale Items: Classic Trucker Hat $8, Women's Windbreaker Mars Rover $56 & More + Free shipping w/ $99+",,$8 ,,,,,,,,
4,https://slickdeals.net/f/13952711-herschel-com-up-to-60-off-sale-fs-wys-30?src=catpagev2,Herschel.com up to 60% off sale + FS wys $30+,Herschel Supply Company,,,,,,,,,
4,https://slickdeals.net/f/13950089-peak-design-everyday-v1-backpack-20l-various-colors-156-free-s-h?src=catpagev2,"Peak Design Everyday V1 Backpack (20L, Various Colors)",Amazon,$156 ,,,,,,,,
4,https://slickdeals.net/f/13940207-oakley-overdrive-backpack-39-95-free-shipping?src=catpagev2,Oakley Overdrive Backpack,Olympia Sports,$39.95 ,,,,,,,,
4,https://slickdeals.net/f/13939460-girls-mini-backpacks-shakey-unicorn-13-20-more-free-s-h?src=catpagev2,Girls' Mini Backpacks: Shakey Unicorn,The Children's Place,$13.20 ,,,,,,,,
4,https://slickdeals.net/f/13938851-osprey-backpacks-bitstream-day-pack-62-arcane-18l-top-zip-pack-48-more-free-s-h?src=catpagev2,"Osprey Backpacks: Bitstream Day Pack $62, Arcane 18L Top Zip Pack",,$48 ,,,,,,,,
4,https://slickdeals.net/f/13937852-dakine-campus-25l-backpack-13-60-more-free-s-h-on-50?src=catpagev2,Dakine Campus 25L Backpack,The House,$13.60 ,,,,,,,,
4,https://slickdeals.net/f/13938920-ifl-store-via-amazon-osprey-pack-atmos-large-for-172-85-free-shipping?src=catpagev2,IFL-Store via Amazon: Osprey Pack Atmos (Large) for $172.85. Free Shipping.,Amazon,$172.85 ,,,,,,,,
4,https://slickdeals.net/f/13938680-monos-luggage-friends-and-family-discount-35-off?src=catpagev2,Monos Luggage: Friends and Family Discount - 35% Off,,,,,,,,,,
4,https://slickdeals.net/f/13937168-thule-subterra-23l-backpack-29-shipped?src=catpagev2,Thule Subterra 23L Backpack,Morningsave.com,$29 ,,,,,,,,
4,https://slickdeals.net/f/13937336-superdry-freshman-bum-bag-green-or-pink-9-98-free-shipping?src=catpagev2,Superdry Freshman Bum Bag (Green or Pink) $9.98 + Free shipping,Superdry,$9.98 ,,,,,,,,
4,https://slickdeals.net/f/13937738-briggs-riley-get-up-to-50-off?src=catpagev2,Briggs & Riley: Get Up to 50% Off,Briggs & Riley,,,,,,,,,
4,https://slickdeals.net/f/13937786-wayfinder-20l-pack-women-s-3-colors-38-73?src=catpagev2,Wayfinder 20L Pack - Women's (3 Colors) $38.73,REI,$38.73 ,,,,,,,,
5,https://slickdeals.net/f/14001920-a-little-golden-book-disney-s-frozen-2-book-2-03-mighty-pup-power-paw-patrol-book-2-49-more-fs-on-35?src=catpagev2,"A Little Golden Book Disney's Frozen 2 Book $2.03, Mighty Pup Power! PAW Patrol Book $2.49 & More + FS on $35+",Walmart,$2.02 ,,,,,,,,
5,https://slickdeals.net/f/14002415-phil-collins-memoir-not-dead-yet-1-99-for-kindle?src=catpagev2,"Phil Collins memoir, Not Dead Yet. 1.99 for Kindle",Amazon,$1.99 ,,,,,,,,
5,https://slickdeals.net/f/14002559-humble-ebook-bundle-dungeons-dragons-legend-of-drizzt-series-1?src=catpagev2,Humble ebook bundle: Dungeons & dragons legend of drizzt series $1,Humble Bundle,$1 ,,,,,,,,
5,https://slickdeals.net/f/14000099-discountmags-make-magazine-for-13-95-for-1-year-4-issues?src=catpagev2,"Make: Magazine (DIY Projects, How-To's, Electronics)",DiscountMags,$13.95/yr,,,,,,,,
5,https://slickdeals.net/f/13997216-kindle-sci-fi-ebook-speaker-for-the-dead-ender-quintet-book-2-by-orson-scott-card-2-99-amazon-google-play-b-n-nook-apple-books-and-kobo?src=catpagev2,Speaker for the Dead: Ender Quintet Book 2 (Kindle eBook),Amazon,$3 ,,,,,,,,
5,https://slickdeals.net/f/13998149-are-you-my-mother-3-82-hardcover-f-s-w-prime?src=catpagev2,Are You My Mother? $3.82 (Hardcover) - F/S w/ Prime,Amazon,$3.82 ,,,,,,,,
5,https://slickdeals.net/f/13997702-a-moveable-feast-kindle-ebook-2-99?src=catpagev2,A Moveable Feast (Kindle ebook) $2.99,Amazon,$2.99 ,,,,,,,,
5,https://slickdeals.net/f/13997405-1-99-kindle-historic-fiction-ebook-russka-the-novel-of-russia-by-edward-rutherfurd-amazon-google-play-b-n-nook-apple-books-and-kobo?src=catpagev2,"$1.99 Kindle Historic Fiction eBook: Russka: The Novel of Russia by Edward Rutherfurd - Amazon, Google Play, B&N Nook, Apple Books and Kobo",,,,,,,,,,
5,https://slickdeals.net/f/13995734-the-digital-creative-fiction-writing-certification-bundle-lifetime-access-18?src=catpagev2,The Digital Creative Fiction Writing Certification Bundle (Lifetime Access) $18,StackSocial,,,,,,,,,
5,https://slickdeals.net/f/13994087-earth-abides-kindle-edition-1-99-amazon?src=catpagev2,Earth Abides [Kindle Edition] $1.99 ~ Amazon,Amazon,$1.99 ,,,,,,,,
5,https://slickdeals.net/f/13992389-getting-things-done-the-art-of-stress-free-productivity-1-99?src=catpagev2,Getting Things Done: The Art of Stress-Free Productivity (Kindle eBook),Amazon,$2 ,,,,,,,,
5,https://slickdeals.net/f/13992986-the-thomas-keller-library-cookbooks-kindle-edition-are-11-99-each?src=catpagev2,The Thomas Keller Library cookbooks (kindle edition) are $11.99 each,Amazon,$11.99 ,,,,,,,,
5,https://slickdeals.net/f/13992380-44-store-wide-discount-on-ebooks?src=catpagev2,44% store wide discount on eBooks,,,,,,,,,,
5,https://slickdeals.net/f/13991549-pinkalicious-eggstraordinary-easter-paperback-1-18-amazon?src=catpagev2,Pinkalicious: Eggstraordinary Easter (Paperback) $1.18 @ Amazon,Amazon,$1.18 ,,,,,,,,
5,https://slickdeals.net/f/13989878-25-issues-bloomberg-businessweek-magazine-2-auto-renews?src=catpagev2,"25 issues Bloomberg BusinessWeek Magazine $2 , auto-renews",Blue Dolphin Magazines,$2 ,,,,,,,,
5,https://slickdeals.net/f/13988840-magazines-conde-nast-traveler-4-50-yr-kiplinger-s-personal-finance-6-yr-more?src=catpagev2,"Magazines: Conde Nast Traveler $4.50/yr, Kiplinger's Personal Finance",DiscountMags,$6/yr,,,,,,,,
5,https://slickdeals.net/f/13988297-wine-folly-the-essential-guide-to-wine-kindle-ebook-2?src=catpagev2,Wine Folly: The Essential Guide to Wine (Kindle eBook),Amazon,$2 ,,,,,,,,
5,https://slickdeals.net/f/13985993-2-99-kindle-cookbook-saveur-magazine-the-new-comfort-food-home-cooking-from-around-the-world-amazon-google-play-b-n-nook-apple-books-and-kobo?src=catpagev2,"$2.99 Kindle Cookbook: Saveur Magazine: The New Comfort Food: Home Cooking from Around the World - Amazon, Google Play, B&N Nook, Apple Books and Kobo",Amazon,$2.99 ,,,,,,,,
5,https://slickdeals.net/f/13985729-easter-eggstravaganza-mad-libs-paperback-1-18-amazon?src=catpagev2,Easter Eggstravaganza Mad Libs (Paperback) $1.18 @ Amazon,Amazon,$1.18 ,,,,,,,,
5,https://slickdeals.net/f/13985375-groupees-markosia-comics-bundle-2-minimum-2?src=catpagev2,Groupees Markosia Comics Bundle 2 Minimum $2,,$2 ,,,,,,,,
5,https://slickdeals.net/f/13983245-amazon-the-ultimate-personal-development-collection-kindle-edition-60-e-books-for-0-49?src=catpagev2,Amazon: The Ultimate Personal Development Collection Kindle Edition (60+ e-Books) for $0.49.,Amazon,$0.49 ,,,,,,,,
5,https://slickdeals.net/f/13983641-amazon-family-handyman-print-magazine-9-issues-5?src=catpagev2,Amazon: Family Handyman Print Magazine 9 issues $5,Amazon,$5 ,,,,,,,,
5,https://slickdeals.net/f/13982756-wonder-women-25-innovators-inventors-and-trailblazers-who-changed-history-by-sam-maggs-amazon-google-play-b-n-nook-1-99?src=catpagev2,"Wonder Women: 25 Innovators, Inventors, and Trailblazers Who Changed History by Sam Maggs - Amazon, Google Play, B&N Nook - $1.99",Amazon,,,,,,,,,
5,https://slickdeals.net/f/13981685-the-resurrectionist-the-lost-work-of-dr-spencer-black-3?src=catpagev2,The Resurrectionist: The Lost Work of Dr. Spencer Black $3,Amazon,$3 ,,,,,,,,
5,https://slickdeals.net/f/13981805-david-copperfield-trout-lake-media-audible-audiobook-unabridged-0-99?src=catpagev2,David Copperfield [Trout Lake Media]  Audible Audiobook – Unabridged: $0.99,Amazon,$0.99 ,,,,,,,,
5,https://slickdeals.net/f/13980608-amazon-the-bad-guys-in-dawn-of-the-underlord-the-bad-guys-11-kindle-edition-3-99?src=catpagev2,Amazon: The Bad Guys in Dawn of the Underlord (The Bad Guys #11) Kindle Edition $3.99,Amazon,$3.99 ,,,,,,,,
5,https://slickdeals.net/f/13981217-influenza-the-hundred-year-hunt-to-cure-the-1918-spanish-flu-pandemic-kindle-edition-by-jeremy-brown-amazon-3?src=catpagev2,Influenza: The Hundred-Year Hunt to Cure the 1918 Spanish Flu Pandemic Kindle Edition by Jeremy Brown (Amazon) $3,Amazon,$3 ,,,,,,,,
5,https://slickdeals.net/f/13978244-humble-book-bundle-artificial-intelligence-and-machine-learning-by-morgan-and-claypool-1?src=catpagev2,Humble Book Bundle: Artificial Intelligence and Machine Learning By Morgan and Claypool $1,Humble Bundle,$1 ,,,,,,,,
5,https://slickdeals.net/f/13976966-audible-members-only-sale-5-audiobooks-transporting-listens?src=catpagev2,Audible Members Transporting Listens Sale: Select Audiobooks,Audible,$5 ,,,,,,,,
5,https://slickdeals.net/f/13979123-brandon-sanderson-skyward-kindle-edition-2-99-amazon?src=catpagev2,Brandon Sanderson: Skyward [Kindle Edition] $2.99 ~ Amazon,Amazon,$2.99 ,,,,,,,,
5,https://slickdeals.net/f/13978769-medium-raw-by-anthony-bourdain-narrated-by-anthony-bouirdain-audiobook-3-apple-books-4-google-play?src=catpagev2,"Medium Raw by Anthony Bourdain - narrated by Anthony Bouirdain - Audiobook - $3 Apple Books, $4 Google Play",,,,,,,,,,
5,https://slickdeals.net/f/13976636-treasure-island-audible-audiobook-unabridged-0-49?src=catpagev2,Treasure Island  Audible Audiobook – Unabridged: $0.49,Amazon,$0.49 ,,,,,,,,
5,https://slickdeals.net/f/13976642-the-alchemyst-the-secrets-of-the-immortal-nicholas-flamel-book-1-kindle-edition-2-99?src=catpagev2,The Alchemyst (The Secrets of the Immortal Nicholas Flamel Book 1) Kindle Edition: $2.99,Amazon,,,,,,,,,
5,https://slickdeals.net/f/13975727-neil-gaiman-neverwhere-a-novel-kindle-edition-2-99-amazon?src=catpagev2,Neil Gaiman: Neverwhere: A Novel [Kindle Edition] $2.99 ~ Amazon,Amazon,$2.99 ,,,,,,,,
5,https://slickdeals.net/f/13975358-alexander-hamilton-by-ron-chernow-for-kindle-nook-google-apple-4-99?src=catpagev2,"Alexander Hamilton by Ron Chernow for Kindle, Nook, Google, Apple $4.99",Amazon,$4.99 ,,,,,,,,
5,https://slickdeals.net/f/13975226-50-self-help-classics-to-guide-you-to-financial-freedom-audible-0-66-0-82-ymmv?src=catpagev2,50 Self-Help Classics to Guide You to Financial Freedom - Audible $0.66-$0.82 YMMV,Amazon,$0.66 ,,,,,,,,
5,https://slickdeals.net/f/13974578-diary-of-a-wimpy-kid-box-of-books-books-1-10-hardcover-amazon-60-possible-50?src=catpagev2,Diary of a Wimpy Kid Box of Books (Books 1-10) Hardcover - Amazon $60 possible $50,Amazon,$60 ,,,,,,,,
5,https://slickdeals.net/f/13973180-kindle-ebooks-the-great-gatsby-by-f-scott-fitzgerald-and-more-0-99-amazon?src=catpagev2,"Kindle Ebooks ""The Great Gatsby"" by F. Scott Fitzgerald and more - $0.99 @ Amazon",Amazon,$0.99 ,,,,,,,,
5,https://slickdeals.net/f/13971902-cosmopolitan-kindle-edition-3-months-for-0-99?src=catpagev2,Cosmopolitan Kindle Edition 3 months for $0.99,Amazon,$0.99 ,,,,,,,,
5,https://slickdeals.net/f/13970129-people-magazine-2-years-for-69-97-at-discountmags-com?src=catpagev2,People Magazine -- 2 years for $69.97 at DiscountMags.com,DiscountMags,$69.97 ,,,,,,,,
5,https://slickdeals.net/f/13968230-kindle-sci-fi-ebook-count-zero-by-william-gibson-cyberpunk-1-99-amazon-google-play-b-n-nook-apple-books-and-kobo?src=catpagev2,"Count Zero (Sprawl Trilogy Book 2, Kindle eBook)",Amazon,$2 ,,,,,,,,
5,https://slickdeals.net/f/13969757-outlander-a-novel-book-1-by-diana-gabaldon-ebook-1-99-via-amazon-or-google-play?src=catpagev2,Outlander: A Novel: Book 1 by Diana Gabaldon (eBook) $1.99 via Amazon or Google Play,Amazon,$1.99 ,,,,,,,,
5,https://slickdeals.net/f/13967939-amazon-kindle-ebook-the-complete-harvard-classics-2020-edition-0-49?src=catpagev2,"Amazon Kindle Ebook ""The Complete Harvard Classics 2020 Edition"" - $0.49",Amazon,$0.49 ,,,,,,,,
5,https://slickdeals.net/f/13968260-kindle-classic-sci-fi-ebook-foundation-by-isaac-asimov-2-99-amazon-google-play-b-n-nook-apple-books-and-kobo?src=catpagev2,"Kindle Classic Sci-Fi eBook: Foundation by Isaac Asimov - $2.99 - Amazon, Google Play, B&N Nook, Apple Books and Kobo",,,,,,,,,,
5,https://slickdeals.net/f/13964150-ganeshas-sweet-tooth-picture-book-by-sanjay-patel-5-33?src=catpagev2,Ganeshas Sweet Tooth Picture Book by Sanjay Patel $5.33,Amazon,$5.33 ,,,,,,,,
5,https://slickdeals.net/f/13963529-harry-potter-and-the-goblet-of-fire-illustrated-edition-hardcover-book-19-11?src=catpagev2,Harry Potter and the Goblet of Fire Illustrated Edition (Hardcover Book) $19.11,Amazon,$19.11 ,,,,,,,,
5,https://slickdeals.net/f/13961312-kindle-childrens-ebooks-free-to-3-charlie-the-chocolate-factory-magic-tree-house-amelia-bedlia-how-to-train-your-dragon-many-more-amazon?src=catpagev2,"Kindle Childrens' eBooks: FREE to $3 - Charlie & the Chocolate Factory, Magic Tree House, Amelia Bedlia, How to Train Your Dragon + many more - Amazon",Amazon,,,,,,,,,
5,https://slickdeals.net/f/13962677-kindle-historical-fiction-ebook-fall-of-giants-the-century-trilogy-book-1-by-ken-follett-2-99-amazon-google-play-b-n-nook-apple-books-and-kobo?src=catpagev2,"Kindle Historical Fiction eBook: Fall of Giants (The Century Trilogy, Book 1) by Ken Follett - $2.99 - Amazon, Google Play, B&N Nook, Apple Books and Kobo",,,,,,,,,,
5,https://slickdeals.net/f/13961321-who-moved-my-cheese-an-a-mazing-way-to-deal-with-change-in-your-work-and-in-your-life-kindle-edition-0-75-credit-back-2-99?src=catpagev2,Who Moved My Cheese?: An A-Mazing Way to Deal with Change in Your Work and in Your Life (Kindle Edition) + $0.75 credit back: $2.99,Amazon,$2.99 ,,,,,,,,
5,https://slickdeals.net/f/13960961-dracula-audible-audiobook-unabridged-0-82?src=catpagev2,Dracula  Audible Audiobook – Unabridged: $0.82,Amazon,$0.82 ,,,,,,,,
5,https://slickdeals.net/f/13961210-enjoy-a-lifetime-of-mindfi-meditations-for-30?src=catpagev2,Enjoy a lifetime of MindFi meditations for $30,,$30 ,,,,,,,,
5,https://slickdeals.net/f/13959416-as-a-man-thinketh-classic-thoughts-and-thinkers-kindle-edition-0-49-audible-1-69?src=catpagev2,"As a Man Thinketh (Classic Thoughts and Thinkers) Kindle Edition: $0.49, Audible - $1.69",Amazon,$0.49 ,,,,,,,,
5,https://slickdeals.net/f/13957529-audible-original-audiobooks-free-no-credits-needed?src=catpagev2,Audible Members: Audible Books (choose from 8): The Man on the Mountaintop,Audible,Free,,,,,,,,
5,https://slickdeals.net/f/13957358-kindle-cookbook-ebook-good-eats-the-early-years-by-alton-brown-2-99-amazon-google-play-b-n-nook-apple-books-and-kobo?src=catpagev2,Alton Brown: Good Eats: The Early Years (Kindle eBook),Amazon,$3 ,,,,,,,,
5,https://slickdeals.net/f/13954742-kindle-star-wars-sci-fi-ebook-the-jedi-path-a-manual-for-students-of-the-force-1-99-amazon?src=catpagev2,The Jedi Path: A Manual for Students of the Force (Kindle eBook),Amazon,$2 ,,,,,,,,
5,https://slickdeals.net/f/13955984-the-witches-vaccum-cleaner-49-amazon-kindle?src=catpagev2,The Witches Vaccum Cleaner. $.49 Amazon Kindle,Amazon,,,,,,,,,
5,https://slickdeals.net/f/13954985-amazon-kindle-ebooks-middlemarch-by-george-eliot-0-49?src=catpagev2,"Amazon Kindle eBooks ""Middlemarch"" by George Eliot - $0.49",Amazon,$0.49 ,,,,,,,,
5,https://slickdeals.net/f/13953362-james-bond-original-14-book-series-kindle-edition-13-36-amazon?src=catpagev2,James Bond Original 14 Book Series (Kindle eBooks),Amazon,$13.35 ,,,,,,,,
5,https://slickdeals.net/f/13955144-kindle-baseball-ebooks-red-sox-yankees-dodgers-and-many-more-1-3-each-amazon-google-b-n-nook-apple?src=catpagev2,"Kindle Baseball eBooks: Red Sox, Yankees, Dodgers and many more - $1-$3 each - Amazon, Google, B&N Nook & Apple",,,,,,,,,,
5,https://slickdeals.net/f/13952927-kindle-video-game-ebook-the-nes-encyclopedia-every-game-released-for-the-nintendo-entertainment-system-1-99-amazon?src=catpagev2,The NES Encyclopedia (Kindle eBook),Amazon,$2 ,,,,,,,,
5,https://slickdeals.net/f/13954595-i-am-number-four-lorien-legacies-book-1-by-pittacus-lore-kindle-ebook-0-99-via-amazon-google-play?src=catpagev2,I Am Number Four: Lorien Legacies Book 1 by Pittacus Lore (Kindle eBook) $0.99 via Amazon/Google Play,Amazon,$0.99 ,,,,,,,,
5,https://slickdeals.net/f/13953923-kids-baya-printed-lined-clog-17-49?src=catpagev2,Kids’ Baya Printed Lined Clog $17.49,Crocs,$17.49 ,,,,,,,,
5,https://slickdeals.net/f/13950347-kindle-baking-cookbook-ebook-the-art-of-french-pastry-by-jacquy-pfeiffer-james-beard-award-winner-3-amazon?src=catpagev2,Kindle Baking Cookbook eBook: The Art of French Pastry by Jacquy Pfeiffer - James Beard award winner - $3 - Amazon,Amazon,,,,,,,,,
5,https://slickdeals.net/f/13951745-the-miraculous-journey-of-edward-tulane-ebook-0-99?src=catpagev2,The Miraculous Journey of Edward Tulane (ebook) $0.99,,$0.99 ,,,,,,,,
5,https://slickdeals.net/f/13950908-humble-bundle-o-rielly-bundle-of-coding-books-1-15?src=catpagev2,Humble Bundle O' rielly bundle of coding books $1-15,Humble Bundle,,,,,,,,,
5,https://slickdeals.net/f/13950164-comixology-digital-manga-comics-astro-boy-vols-1-8-1-49-or-less-each?src=catpagev2,Comixology Digital Manga Comics - Astro Boy Vols. 1-8 - $1.49 or less each,ComiXology,,,,,,,,,
5,https://slickdeals.net/f/13948634-ymmv-blinkist-free-premium-subscription-until-april-25th?src=catpagev2,YMMV Blinkist free premium subscription until April 25th,,,,,,,,,,
5,https://slickdeals.net/f/13947341-5-for-1-year-magazine-subscriptions-print-or-digital-amazon-reader-s-digest-wired-bon-appetit-more?src=catpagev2,"$5 for 1 Year Magazine Subscriptions (Print or Digital) @ Amazon Reader's Digest, Wired, Bon Appetit & more",Amazon,$5 ,,,,,,,,
5,https://slickdeals.net/f/13946522-dave-ramsey-audiobook-sale-1-99-for-the-total-money-makeover-by-dave-ramsey-1-99-the-proximity-principle-1-99?src=catpagev2,Dave Ramsey Audiobook sale (1.99 for The Total Money Makeover by Dave Ramsey + 1.99 The Proximity Principle) $1.99,,$1.99 ,,,,,,,,
5,https://slickdeals.net/f/13946450-3-off-any-ebook-over-3-on-google-play-store-ymmv?src=catpagev2,$3 off any eBook over $3 on Google Play Store YMMV,Google Play,,,,,,,,,
5,https://slickdeals.net/f/13945442-kindle-kid-s-activity-cookbook-ebook-science-experiments-you-can-eat-by-vicki-cobb-0-49-amazon-google-play-b-n-nook-kobo-and-apple-book?src=catpagev2,Science Experiments You Can Eat (Kindle eBook),Amazon,$0.50 ,,,,,,,,
